sexo,idade,salario,credito,tempo,regiao,estadocivil,ESTAD_CIVIL,educacao,nprodutos,pagamento,PAGAM,maxatraso,ORDEM,cliente
0,50,50711,776.1,29,4,1,1,2,0,2,2,0,25,0
0,26,88861,536.3,25,4,1,1,2,0,2,2,0,1111,0
0,44,48142,531.4,16,4,1,1,2,0,2,2,0,1094,0
0,49,85219,418.4,85,2,2,2,2,0,2,2,0,2009,0
0,31,32080,467.4,61,4,2,2,2,0,2,2,0,1314,0
0,37,65382,413.3,48,2,3,3,2,0,2,2,0,1694,0
0,32,61926,277.7,31,2,3,3,2,0,2,2,0,1231,0
0,33,25672,327,13,4,3,3,2,0,2,2,0,457,0
0,27,43290,277.4,14,1,2,2,3,0,2,2,0,252,0
0,32,33186,418.8,25,2,2,2,3,0,2,2,0,1048,0
0,43,78496,511,30,3,2,2,3,0,2,2,0,560,0
0,46,77953,689.6,63,4,2,2,3,0,2,2,0,2170,0
0,54,91158,586.7,25,4,4,3,3,0,2,2,0,95,0
0,22,47841,250.7,23,4,1,1,4,0,2,2,0,626,0
0,38,57659,719,53,5,1,1,4,0,2,2,0,1880,0
0,35,46788,518.8,53,2,2,2,4,0,2,2,0,2292,0
0,26,54672,578.8,22,2,1,1,5,0,2,2,0,647,0
0,40,75632,397.6,53,2,2,2,5,0,2,2,0,429,0
0,55,89939,612.3,26,2,2,2,5,0,2,2,0,798,0
0,21,60562,487.7,53,1,3,3,5,0,2,2,0,2313,0
0,26,41588,563.4,20,4,3,3,5,0,2,2,0,303,0
0,35,65689,371.1,27,4,4,3,5,0,2,2,0,949,0
0,39,65636,410.8,29,2,5,5,5,0,2,2,0,1448,0
0,44,87967,511.8,75,4,5,5,5,0,2,2,0,1308,0
0,37,52720,512.3,59,1,1,1,1,1,2,2,0,2477,0
0,49,50769,517.4,24,1,1,1,1,1,2,2,0,1007,0
0,27,33522,308.9,31,4,1,1,1,1,2,2,0,980,0
0,35,34867,550.4,28,2,2,2,1,1,2,2,0,2479,0
0,28,45558,260.4,21,4,2,2,1,1,2,2,0,633,0
0,23,55566,339.6,21,4,4,3,1,1,2,2,0,850,0
0,50,84384,495.4,48,1,1,1,2,1,2,2,0,1044,0
0,27,39513,350.3,13,1,1,1,2,1,2,2,0,1,0
0,37,85394,388.3,55,2,1,1,2,1,2,2,0,928,0
0,46,59004,734.5,54,2,1,1,2,1,2,2,0,628,0
0,22,55452,538,30,2,1,1,2,1,2,2,0,1946,0
0,30,68755,544.1,78,4,1,1,2,1,2,2,0,2327,0
0,42,64784,587.7,26,4,1,1,2,1,2,2,0,483,0
0,25,49484,542.5,49,5,1,1,2,1,2,2,0,841,0
0,32,80592,439,45,2,2,2,2,1,2,2,0,124,0
0,30,45197,395.3,73,3,2,2,2,1,2,2,0,648,0
0,29,61651,438.9,47,3,2,2,2,1,2,2,0,2325,0
0,43,54740,471.6,44,4,2,2,2,1,2,2,0,428,0
0,39,46695,427.7,27,1,3,3,2,1,2,2,0,1023,0
0,32,62424,336.4,48,4,3,3,2,1,2,2,0,1721,0
0,42,85893,416.1,33,4,3,3,2,1,2,2,0,423,0
0,39,46928,354.2,32,4,3,3,2,1,2,2,0,148,0
0,32,63312,471.7,27,1,1,1,3,1,2,2,0,1715,0
0,25,46222,386,22,1,1,1,3,1,2,2,0,2409,0
0,37,72362,669.3,70,1,2,2,3,1,2,2,0,1627,0
0,23,57306,284.8,31,2,2,2,3,1,2,2,0,2069,0
0,32,62105,345.9,21,4,2,2,3,1,2,2,0,1592,0
0,45,124897,598,34,2,3,3,3,1,2,2,0,756,0
0,43,104456,593.2,87,3,3,3,3,1,2,2,0,59,0
0,40,52416,436.8,34,4,3,3,3,1,2,2,0,714,0
0,36,42694,583.4,27,4,3,3,3,1,2,2,0,1172,0
0,20,42271,496.1,26,2,4,3,3,1,2,2,0,2282,0
0,57,74549,589.4,35,4,4,3,3,1,2,2,0,1901,0
0,43,65550,541.4,54,4,4,3,4,1,2,2,0,67,0
0,25,47572,433.2,71,2,1,1,5,1,2,2,0,2128,0
0,29,35210,559.5,24,3,1,1,5,1,2,2,0,2139,0
0,55,80291,614.3,39,2,2,2,5,1,2,2,0,2176,0
0,37,43868,523.5,25,4,2,2,5,1,2,2,0,150,0
0,32,42375,291.7,76,1,3,3,5,1,2,2,0,1223,0
0,22,32340,187.5,15,2,3,3,5,1,2,2,0,2052,0
0,33,54065,490.5,69,3,3,3,5,1,2,2,0,2088,0
0,34,44219,486,48,5,3,3,5,1,2,2,0,1634,0
0,24,61119,501.3,21,5,3,3,5,1,2,2,0,2291,0
0,40,32906,504.9,26,2,4,3,5,1,2,2,0,1900,0
0,29,64488,667.5,28,5,1,1,1,2,2,2,0,1494,0
0,41,38537,394.3,41,3,2,2,1,2,2,2,0,1876,0
0,43,46453,508.2,30,4,2,2,1,2,2,2,0,1534,0
0,26,40650,361.9,43,1,1,1,2,2,2,2,0,749,0
0,24,34294,300.4,22,2,1,1,2,2,2,2,0,874,0
0,31,70249,435.8,85,4,1,1,2,2,2,2,0,440,0
0,34,47032,393.7,30,4,2,2,2,2,2,2,0,1096,0
0,25,56596,342.4,25,4,2,2,2,2,2,2,0,171,0
0,41,41327,462.4,16,4,2,2,2,2,2,2,0,1462,0
0,33,62677,301.4,47,4,3,3,2,2,2,2,0,231,0
0,26,45056,416.3,15,4,3,3,2,2,2,2,0,846,0
0,43,61899,707.7,31,4,4,3,2,2,2,2,0,1014,0
0,22,33540,453.5,13,4,4,3,2,2,2,2,0,1149,0
0,32,57474,533.4,27,3,1,1,3,2,2,2,0,2022,0
0,27,86310,396,41,2,2,2,3,2,2,2,0,539,0
0,48,66586,762.4,31,2,2,2,3,2,2,2,0,1642,0
0,34,49178,401.7,16,2,5,5,3,2,2,2,0,1312,0
0,55,71005,542.6,38,1,2,2,5,2,2,2,0,169,0
0,46,42643,538.7,26,4,2,2,5,2,2,2,0,831,0
0,29,61183,657.6,44,2,3,3,5,2,2,2,0,256,0
0,44,63164,388.6,29,2,3,3,5,2,2,2,0,606,0
0,35,37279,350.8,20,2,5,5,5,2,2,2,0,321,0
0,25,47430,374.7,38,1,1,1,2,3,2,2,0,629,0
0,25,38496,302.4,116,3,1,1,2,3,2,2,0,599,0
0,28,52666,237.9,47,4,1,1,2,3,2,2,0,912,0
0,32,35032,600.4,67,2,3,3,2,3,2,2,0,774,0
0,40,44204,500.2,31,4,1,1,5,3,2,2,0,1480,0
0,34,59710,321.2,33,2,1,1,3,4,2,2,0,1226,0
0,35,35319,323.3,31,1,1,1,1,0,3,3,0,960,0
0,29,39602,346.2,26,1,1,1,1,0,3,3,0,2606,0
0,22,27421,399.5,19,2,1,1,1,0,3,3,0,364,0
0,22,57160,311.1,54,4,1,1,1,0,3,3,0,2343,0
0,25,55524,306.1,42,4,1,1,1,0,3,3,0,1027,0
0,55,95868,629.8,31,4,1,1,1,0,3,3,0,1468,0
0,30,63592,469.4,33,1,2,2,1,0,3,3,0,2169,0
0,19,36272,339.1,12,1,2,2,1,0,3,3,0,2473,0
0,22,49898,499.5,29,2,2,2,1,0,3,3,0,147,0
0,43,35005,582.3,37,4,4,3,1,0,3,3,0,1391,0
0,34,99818,687.7,39,2,1,1,2,0,3,3,0,1975,0
0,22,52467,250.5,20,2,1,1,2,0,3,3,0,470,0
0,54,99865,675.8,31,4,1,1,2,0,3,3,0,264,0
0,35,45265,717.3,22,4,1,1,2,0,3,3,0,1926,0
0,30,48324,582.1,43,5,1,1,2,0,3,3,0,2461,0
0,37,79651,324.8,44,1,3,3,2,0,3,3,0,583,0
0,33,72303,671,40,5,4,3,2,0,3,3,0,813,0
0,29,51474,628.6,21,4,5,5,2,0,3,3,0,1100,0
0,37,49553,430.9,17,1,1,1,3,0,3,3,0,2329,0
0,54,54121,710.8,47,2,1,1,3,0,3,3,0,601,0
0,30,45482,578.3,22,3,1,1,3,0,3,3,0,1522,0
0,39,57182,535,31,4,2,2,3,0,3,3,0,1510,0
0,41,53588,425.7,136,4,2,2,4,0,3,3,0,426,0
0,49,80031,732.1,34,2,4,3,4,0,3,3,0,1140,0
0,31,39141,521.9,50,5,1,1,5,0,3,3,0,609,0
0,34,60669,678.9,35,2,2,2,5,0,3,3,0,1597,0
0,27,58607,470.9,28,2,2,2,5,0,3,3,0,1173,0
0,32,27566,626.7,26,5,5,5,5,0,3,3,0,1365,0
0,30,31570,635.5,34,1,1,1,1,1,3,3,0,2296,0
0,29,85420,265.4,40,5,2,2,1,1,3,3,0,198,0
0,27,34013,326.6,21,1,4,3,1,1,3,3,0,1692,0
0,21,38170,208.7,127,1,1,1,2,1,3,3,0,166,0
0,24,27709,452.7,14,2,1,1,2,1,3,3,0,1503,0
0,31,49495,315.9,35,3,1,1,2,1,3,3,0,674,0
0,26,81182,450.1,51,4,1,1,2,1,3,3,0,679,0
0,24,38516,482.2,45,4,1,1,2,1,3,3,0,255,0
0,57,56651,692.4,54,5,1,1,2,1,3,3,0,1362,0
0,43,77479,397.9,24,5,1,1,2,1,3,3,0,1135,0
0,55,31147,846.6,50,2,2,2,2,1,3,3,0,778,0
0,24,36998,454.7,30,2,2,2,2,1,3,3,0,1681,0
0,52,76186,686.6,52,4,2,2,2,1,3,3,0,484,0
0,43,41727,544,20,1,3,3,2,1,3,3,0,1656,0
0,47,72029,543.7,30,4,4,3,2,1,3,3,0,35,0
0,31,57743,393.5,65,5,5,5,2,1,3,3,0,83,0
0,24,41620,566.3,71,2,1,1,3,1,3,3,0,1171,0
0,46,49462,796.3,21,2,1,1,3,1,3,3,0,983,0
0,43,33884,415.5,60,4,1,1,3,1,3,3,0,2249,0
0,43,101794,699.4,34,2,2,2,3,1,3,3,0,2573,0
0,41,68165,371.7,44,4,2,2,3,1,3,3,0,876,0
0,54,50504,638.9,33,4,2,2,3,1,3,3,0,1559,0
0,49,61479,662.9,32,4,2,2,3,1,3,3,0,312,0
0,20,77738,299.4,34,4,1,1,5,1,3,3,0,2298,0
0,32,95209,315.1,22,4,1,1,5,1,3,3,0,2521,0
0,27,52026,309.7,37,5,1,1,5,1,3,3,0,165,0
0,36,69066,720.8,32,5,2,2,5,1,3,3,0,999,0
0,34,55621,558.2,35,2,3,3,5,1,3,3,0,1389,0
0,43,82446,756.6,28,2,3,3,5,1,3,3,0,638,0
0,32,52766,627.5,44,4,3,3,5,1,3,3,0,1377,0
0,30,64329,387,38,4,3,3,5,1,3,3,0,182,0
0,36,49697,487.7,31,5,3,3,5,1,3,3,0,355,0
0,27,39317,454.1,36,4,4,3,5,1,3,3,0,860,0
0,50,99189,619.9,50,2,5,5,5,1,3,3,0,1909,0
0,40,55303,440,25,5,5,5,5,1,3,3,0,38,0
0,24,33106,376.1,42,2,1,1,1,2,3,3,0,1675,0
0,24,55265,312.6,70,2,2,2,1,2,3,3,0,1212,0
0,42,87981,404.8,103,5,2,2,1,2,3,3,0,1150,0
0,37,36685,663.3,45,1,3,3,1,2,3,3,0,1677,0
0,36,48792,483.8,21,2,3,3,1,2,3,3,0,1237,0
0,46,31795,623.8,68,1,5,5,1,2,3,3,0,2563,0
0,42,51637,622.9,25,2,1,1,2,2,3,3,0,1058,0
0,30,48852,545.7,46,4,1,1,2,2,3,3,0,1262,0
0,47,49808,678.8,18,4,1,1,2,2,3,3,0,387,0
0,31,32560,507.7,16,4,1,1,2,2,3,3,0,2049,0
0,39,37993,520,42,1,2,2,2,2,3,3,0,2432,0
0,30,54369,430.7,40,1,2,2,3,2,3,3,0,296,0
0,32,33145,376.6,48,1,3,3,3,2,3,3,0,1537,0
0,23,46684,289.8,15,3,3,3,3,2,3,3,0,1180,0
0,29,29052,309.9,29,4,4,3,4,2,3,3,0,769,0
0,33,75014,607.3,43,1,2,2,5,2,3,3,0,2412,0
0,36,52827,511.2,30,4,2,2,5,2,3,3,0,277,0
0,47,30305,398.3,17,4,1,1,2,3,3,3,0,738,0
0,36,57053,530.1,27,5,1,1,2,3,3,3,0,1981,0
0,36,86829,355.7,25,4,4,3,2,3,3,3,0,1467,0
0,26,69918,351.8,50,4,3,3,5,3,3,3,0,1890,0
0,30,42712,492.3,33,2,3,3,3,4,3,3,0,1259,0
0,41,71856,546.4,49,2,1,1,1,0,4,3,0,1482,0
0,32,42617,467.4,39,4,1,1,1,0,4,3,0,1874,0
0,23,39604,263.5,21,4,2,2,1,0,4,3,0,2031,0
0,23,41487,576.4,21,5,2,2,1,0,4,3,0,1784,0
0,25,28134,456.1,23,1,3,3,1,0,4,3,0,465,0
0,38,34354,562.5,69,4,3,3,1,0,4,3,0,775,0
0,29,77398,291.8,29,4,3,3,1,0,4,3,0,699,0
0,35,53569,660.8,35,5,3,3,1,0,4,3,0,2037,0
0,55,82806,580.2,47,4,4,3,1,0,4,3,0,1060,0
0,27,54321,627,36,2,1,1,2,0,4,3,0,1118,0
0,30,35588,361.9,14,3,1,1,2,0,4,3,0,1916,0
0,34,45469,591.6,38,4,1,1,2,0,4,3,0,2550,0
0,27,33540,314.5,24,4,1,1,2,0,4,3,0,2546,0
0,27,85085,294.9,72,5,1,1,2,0,4,3,0,2247,0
0,33,75817,427.1,33,1,2,2,2,0,4,3,0,2437,0
0,21,72354,396.2,19,4,2,2,2,0,4,3,0,1610,0
0,33,49106,545.3,14,4,2,2,2,0,4,3,0,281,0
0,34,84089,405.6,42,2,1,1,3,0,4,3,0,515,0
0,39,53503,463.1,22,2,1,1,3,0,4,3,0,1542,0
0,40,77629,601.8,57,4,1,1,3,0,4,3,0,2149,0
0,24,48740,520,30,4,1,1,3,0,4,3,0,463,0
0,27,62155,488,25,4,1,1,3,0,4,3,0,293,0
0,31,58440,313.4,59,4,2,2,3,0,4,3,0,2518,0
0,37,31510,637.6,31,4,2,2,3,0,4,3,0,1525,0
0,27,70348,307.6,22,4,2,2,3,0,4,3,0,111,0
0,25,48941,580.8,13,4,2,2,3,0,4,3,0,1083,0
0,25,37085,485.7,11,4,2,2,3,0,4,3,0,1780,0
0,54,96192,738.8,30,5,2,2,3,0,4,3,0,884,0
0,22,46331,344.3,11,4,3,3,3,0,4,3,0,2112,0
0,32,29128,690.3,27,4,4,3,3,0,4,3,0,1457,0
0,50,48654,682.3,22,2,1,1,4,0,4,3,0,1566,0
0,36,58248,727.3,22,2,1,1,5,0,4,3,0,2109,0
0,39,74104,516.2,77,4,1,1,5,0,4,3,0,1716,0
0,40,45406,695.2,39,1,2,2,5,0,4,3,0,1673,0
0,32,53078,324.6,70,2,2,2,5,0,4,3,0,1488,0
0,24,92542,520.5,26,4,2,2,5,0,4,3,0,510,0
0,46,33192,520.9,17,4,2,2,5,0,4,3,0,2576,0
0,56,41692,573.8,17,2,3,3,5,0,4,3,0,537,0
0,31,64212,593.1,31,2,4,3,5,0,4,3,0,1367,0
0,39,70034,717.6,34,4,5,5,5,0,4,3,0,1711,0
0,36,36768,326.9,19,4,1,1,1,1,4,3,0,1233,0
0,39,50662,653.2,33,1,2,2,1,1,4,3,0,2124,0
0,42,91454,393.9,24,1,2,2,1,1,4,3,0,2346,0
0,29,54219,442.8,50,2,3,3,1,1,4,3,0,1670,0
0,25,73283,336.4,31,1,1,1,2,1,4,3,0,669,0
0,49,64704,741.1,51,3,1,1,2,1,4,3,0,2349,0
0,41,66104,400.4,54,4,1,1,2,1,4,3,0,2220,0
0,32,32156,592.9,35,4,1,1,2,1,4,3,0,717,0
0,29,47612,386.1,25,2,2,2,2,1,4,3,0,2185,0
0,25,33446,592.6,65,5,2,2,2,1,4,3,0,1637,0
0,32,73644,621.8,77,4,3,3,2,1,4,3,0,31,0
0,32,58024,429.5,52,4,3,3,2,1,4,3,0,1712,0
0,54,91843,760.2,30,1,4,3,2,1,4,3,0,1718,0
0,38,55447,428.1,37,5,4,3,2,1,4,3,0,2364,0
0,30,44320,337.5,52,4,1,1,3,1,4,3,0,1210,0
0,43,39844,448.3,58,4,2,2,3,1,4,3,0,1679,0
0,35,62273,436,48,2,4,3,3,1,4,3,0,931,0
0,40,84062,435.4,35,2,1,1,5,1,4,3,0,2156,0
0,27,54471,469.4,32,1,2,2,1,2,4,3,0,1609,0
0,20,47821,367.2,16,1,2,2,1,2,4,3,0,1356,0
0,33,49887,290.2,54,3,3,3,1,2,4,3,0,2559,0
0,36,52219,633.8,22,5,4,3,1,2,4,3,0,586,0
0,35,37405,646.5,18,4,1,1,2,2,4,3,0,1744,0
0,46,68299,622.7,56,5,1,1,2,2,4,3,0,1911,0
0,25,41827,401,41,1,2,2,2,2,4,3,0,538,0
0,20,46443,256.5,34,2,2,2,2,2,4,3,0,284,0
0,30,80399,545.5,21,4,2,2,2,2,4,3,0,192,0
0,24,42548,360.3,21,5,2,2,2,2,4,3,0,1085,0
0,33,82835,368.5,53,2,4,3,2,2,4,3,0,610,0
0,43,42350,718.4,28,4,4,3,2,2,4,3,0,1758,0
0,38,31883,371.2,24,5,3,3,5,2,4,3,0,2241,0
0,43,56901,459.5,41,4,2,2,1,3,4,3,0,369,0
0,32,98538,286.1,24,2,3,3,1,3,4,3,0,2584,0
0,51,38691,631.3,25,5,1,1,2,3,4,3,0,1151,0
0,49,48119,600.4,32,5,4,3,2,3,4,3,0,614,0
0,25,27815,476.4,62,4,3,3,3,3,4,3,0,196,0
0,28,45092,600.6,16,4,3,3,3,3,4,3,0,675,0
0,32,66026,610.5,21,1,2,2,1,0,5,3,0,73,0
0,25,44583,445.9,21,5,3,3,1,0,5,3,0,1683,0
0,46,70493,469.7,79,4,3,3,2,1,5,3,0,1893,0
0,30,44984,578.9,21,4,3,3,2,1,5,3,0,266,0
0,43,78972,533.9,24,2,1,1,3,1,5,3,0,272,0
0,54,95281,588.7,31,1,1,1,5,1,5,3,0,2244,0
0,29,53452,384.7,43,2,4,3,2,2,5,3,0,1836,0
0,44,42553,678.8,21,4,2,2,3,2,5,3,0,394,0
0,22,49760,549.9,11,4,3,3,2,3,5,3,0,300,0
0,43,72412,482.8,141,2,5,5,2,0,1,1,1,1293,0
0,33,32347,393,32,2,5,5,1,1,1,1,1,2579,0
0,46,50771,697,68,5,2,2,2,1,1,1,1,2053,0
0,42,63544,357.7,93,4,3,3,1,0,2,2,1,2184,0
0,57,51465,595.2,36,4,1,1,5,0,2,2,1,1103,0
0,29,44012,305.4,28,4,2,2,5,1,2,2,1,19,0
0,33,56234,380.1,28,2,1,1,2,0,3,3,1,881,0
0,36,39137,631.1,21,2,2,2,3,0,3,3,1,893,0
0,41,69493,391,28,2,2,2,4,0,4,3,1,1165,0
0,40,53876,566.7,193,5,2,2,4,0,4,3,1,307,0
0,37,72233,374.8,57,1,3,3,5,2,4,3,1,2245,0
0,43,49442,386.7,29,4,2,2,2,0,1,1,2,17,0
0,44,50449,602.6,23,5,3,3,2,1,1,1,2,177,0
0,22,42328,471.2,18,4,2,2,5,1,1,1,2,1652,0
0,41,66639,357.6,22,4,1,1,3,2,1,1,2,1862,0
0,51,34780,583.4,22,1,4,3,1,0,2,2,2,128,0
0,20,52175,506.8,46,2,4,3,5,0,2,2,2,1152,0
0,31,51632,376.8,72,4,1,1,2,1,2,2,2,2390,0
0,19,34974,580.9,27,5,1,1,2,1,2,2,2,2160,0
0,39,36364,650.7,25,5,3,3,2,1,2,2,2,2116,0
0,29,31202,525.1,17,2,1,1,3,2,2,2,2,2106,0
0,43,32908,746.9,59,4,3,3,1,0,3,3,2,2271,0
0,44,35664,438.3,28,4,3,3,1,0,3,3,2,2002,0
0,34,64426,404.1,43,4,1,1,3,0,3,3,2,2494,0
0,23,46397,374.2,41,4,5,5,5,0,3,3,2,916,0
0,34,38752,321.3,13,4,2,2,2,1,3,3,2,573,0
0,29,41706,284.9,13,2,1,1,3,2,3,3,2,1903,0
0,25,60206,324.7,45,2,2,2,5,0,4,3,2,2039,0
0,25,42882,473,32,4,2,2,2,3,4,3,2,51,0
0,33,33947,474.8,27,2,2,2,2,0,5,3,2,41,0
0,42,84222,728.8,28,2,1,1,3,1,1,1,3,338,0
0,35,30900,565.8,80,1,3,3,3,1,1,1,3,1050,0
0,50,35437,686.8,20,2,2,2,3,3,1,1,3,805,0
0,26,90232,540.4,39,1,2,2,1,0,2,2,3,2020,0
0,51,55827,495.7,55,4,2,2,1,0,2,2,3,2534,0
0,41,71573,398.4,46,4,2,2,1,0,2,2,3,1287,0
0,21,46412,188.7,61,1,3,3,1,0,2,2,3,2339,0
0,33,62965,318.9,69,2,5,5,1,0,2,2,3,2353,0
0,33,34798,536.3,16,3,1,1,2,0,2,2,3,12,0
0,50,100560,541.6,81,2,2,2,2,0,2,2,3,1143,0
0,42,55555,423.8,26,3,4,3,5,0,2,2,3,1183,0
0,30,40940,375.5,24,2,2,2,2,1,2,2,3,2140,0
0,29,49129,662.8,14,2,4,3,2,1,2,2,3,787,0
0,27,45598,557.3,51,4,5,5,2,1,2,2,3,1255,0
0,32,49037,408.6,43,2,1,1,2,2,2,2,3,1957,0
0,32,46879,346.5,50,2,4,3,2,2,2,2,3,331,0
0,22,37770,421,21,4,3,3,2,3,2,2,3,464,0
0,44,31480,509,24,4,3,3,5,3,2,2,3,188,0
0,23,35422,609.3,14,4,3,3,2,0,3,3,3,732,0
0,32,47167,515.8,41,4,3,3,5,0,3,3,3,2011,0
0,35,61809,627.7,27,4,3,3,5,0,3,3,3,207,0
0,42,56174,417.9,39,4,3,3,3,1,3,3,3,485,0
0,27,56555,332.4,34,4,3,3,3,2,3,3,3,1369,0
0,23,38553,494.5,11,4,2,2,3,3,3,3,3,1517,0
0,44,40266,789.4,27,4,2,2,2,0,4,3,3,2319,0
0,30,59204,626.8,29,5,4,3,2,0,4,3,3,468,0
0,28,61061,321.7,40,3,1,1,3,0,4,3,3,1827,0
0,40,46139,477.7,19,1,3,3,2,1,4,3,3,299,0
0,24,30835,214,37,4,2,2,2,2,4,3,3,1121,0
0,50,73599,507.1,30,2,1,1,5,2,4,3,3,795,0
0,30,39198,283.6,65,4,2,2,5,2,4,3,3,1191,0
0,41,31173,621.6,25,4,2,2,1,0,5,3,3,353,0
0,34,54635,412,21,2,4,3,5,1,5,3,3,1748,0
0,33,48514,305.8,15,4,1,1,1,0,1,1,4,1008,0
0,48,85350,753.7,25,2,3,3,3,2,1,1,4,2201,0
0,36,31787,422.3,87,2,2,2,1,0,2,2,4,1777,0
0,21,50765,382.5,45,2,1,1,2,0,2,2,4,383,0
0,35,77404,692.5,24,2,2,2,2,0,2,2,4,2405,0
0,49,52131,539.2,25,4,2,2,2,0,2,2,4,343,0
0,27,54230,590.3,98,4,4,3,2,0,2,2,4,2430,0
0,31,124364,582.5,36,5,5,5,2,0,2,2,4,1161,0
0,48,60595,797.6,84,5,2,2,4,0,2,2,4,2067,0
0,42,72596,715.5,28,2,1,1,3,1,2,2,4,1458,0
0,35,42685,359.9,29,4,1,1,3,1,2,2,4,2383,0
0,34,53412,436.4,27,2,2,2,1,2,2,2,4,236,0
0,25,48147,328.1,26,4,5,5,2,2,2,2,4,844,0
0,27,51532,317.3,56,4,1,1,3,2,2,2,4,708,0
