sexo,idade,salario,credito,tempo,regiao,estadocivil,ESTAD_CIVIL,educacao,nprodutos,pagamento,PAGAM,maxatraso,ORDEM,cliente
1,52,96260,652.9,75,4,1,1,3,0,1,1,0,4898,0
1,33,59029,350,17,1,2,2,3,0,1,1,0,2021,0
0,44,42820,633.4,25,2,2,2,3,0,1,1,0,543,0
1,30,83945,446.6,48,2,2,2,3,0,1,1,0,4530,0
1,41,46520,603,90,2,2,2,3,0,1,1,0,3563,0
1,52,86681,661.1,20,3,2,2,3,0,1,1,0,4720,0
1,37,61706,529.8,35,4,2,2,3,0,1,1,0,893,1
1,49,95950,488.6,38,1,3,3,3,0,1,1,0,1365,0
1,44,56938,679.3,42,2,3,3,3,0,1,1,0,5956,0
0,38,61694,600.8,38,2,4,3,3,0,1,1,0,2338,0
0,31,60560,556.2,121,4,4,3,3,0,1,1,0,5225,0
1,28,56472,519.1,21,5,4,3,3,0,1,1,0,1663,0
1,37,47721,715.2,11,2,5,5,3,0,1,1,0,6560,0
1,31,57010,583.7,16,2,1,1,4,0,1,1,0,1340,0
1,36,74148,380.7,30,2,1,1,4,0,1,1,0,5262,0
0,29,71202,336.4,48,4,1,1,4,0,1,1,0,7351,0
1,33,77744,641.9,27,4,2,2,4,0,1,1,0,2034,1
0,23,41516,332.7,35,4,2,2,4,0,1,1,0,4056,0
0,32,50848,618.2,30,2,3,3,4,0,1,1,0,3469,0
0,19,30080,299.8,24,1,4,3,4,0,1,1,0,1496,0
0,36,51324,715.8,38,2,4,3,4,0,1,1,0,4135,0
0,42,85572,658.4,47,4,5,5,4,0,1,1,0,2211,1
0,38,57929,379.4,65,4,5,5,4,0,1,1,0,6613,0
0,35,74670,321.3,67,2,1,1,5,0,1,1,0,3791,0
0,56,73690,500.7,39,4,1,1,5,0,1,1,0,2384,0
1,31,50194,301.9,22,2,2,2,5,0,1,1,0,882,0
0,37,61417,540.5,27,4,2,2,5,0,1,1,0,1680,0
0,34,51875,399.5,49,4,3,3,5,0,1,1,0,545,0
0,62,98594,694.1,76,4,3,3,5,0,1,1,0,3432,0
0,21,53340,392.7,27,4,4,3,5,0,1,1,0,6220,0
1,36,60024,437.2,43,4,4,3,5,0,1,1,0,15,0
0,35,43059,341.7,30,5,4,3,5,0,1,1,0,187,0
0,46,57232,697,51,1,1,1,1,1,1,1,0,1709,1
0,42,48673,705.2,15,2,1,1,1,1,1,1,0,709,0
1,61,97134,565.5,21,2,1,1,1,1,1,1,0,3960,0
0,27,48003,449,41,2,1,1,1,1,1,1,0,1935,0
1,33,76988,591.3,41,2,1,1,1,1,1,1,0,1607,0
1,44,68372,484.6,86,2,1,1,1,1,1,1,0,1272,1
1,32,58051,508.1,16,4,1,1,1,1,1,1,0,7071,1
1,56,39806,864.5,24,4,1,1,1,1,1,1,0,6065,1
1,26,60338,434.9,35,4,1,1,1,1,1,1,0,490,1
1,43,65144,696.6,46,4,1,1,1,1,1,1,0,4461,1
1,25,59181,223.8,14,5,1,1,1,1,1,1,0,139,0
1,32,53033,405.6,23,2,2,2,1,1,1,1,0,1274,0
0,40,86502,389.2,32,2,2,2,1,1,1,1,0,4649,1
1,33,86778,343.8,42,2,2,2,1,1,1,1,0,5721,0
1,50,63206,448,22,4,2,2,1,1,1,1,0,2748,1
1,24,93849,365.2,23,4,2,2,1,1,1,1,0,6622,0
1,41,57126,596.6,24,4,2,2,1,1,1,1,0,2778,1
1,40,43102,752.2,28,4,2,2,1,1,1,1,0,4844,1
0,27,55734,295.2,31,4,2,2,1,1,1,1,0,3821,0
0,32,64185,340.5,24,5,2,2,1,1,1,1,0,5881,1
0,27,45813,511.2,21,2,3,3,1,1,1,1,0,1621,0
0,45,76169,426.9,35,4,3,3,1,1,1,1,0,174,1
0,31,99372,334.5,43,4,3,3,1,1,1,1,0,1319,1
1,30,73862,509.1,74,4,3,3,1,1,1,1,0,5813,1
0,29,56567,494.6,79,4,3,3,1,1,1,1,0,4690,1
1,25,62264,572,14,2,4,3,1,1,1,1,0,7258,1
1,50,92407,785.6,100,2,5,5,1,1,1,1,0,4719,1
0,43,75400,418.2,25,4,5,5,1,1,1,1,0,3549,1
1,49,52754,565.9,27,4,5,5,1,1,1,1,0,7189,1
1,40,53923,726.4,116,1,1,1,2,1,1,1,0,6243,0
1,21,54758,208.5,16,2,1,1,2,1,1,1,0,1313,0
1,44,50386,739.2,36,2,1,1,2,1,1,1,0,3511,0
1,38,42612,493,38,2,1,1,2,1,1,1,0,2943,0
1,40,81616,576.1,24,4,1,1,2,1,1,1,0,6780,0
0,33,79487,359,25,4,1,1,2,1,1,1,0,1406,1
1,24,61224,269.2,30,4,1,1,2,1,1,1,0,5440,0
1,22,47930,224.4,44,4,1,1,2,1,1,1,0,1245,0
1,29,98038,395.7,46,4,1,1,2,1,1,1,0,3900,1
1,44,98066,657.4,48,4,1,1,2,1,1,1,0,3040,1
0,23,77518,491.1,52,4,1,1,2,1,1,1,0,324,0
0,42,61597,482.7,31,5,1,1,2,1,1,1,0,118,0
0,33,71955,482.6,39,5,1,1,2,1,1,1,0,2626,0
1,51,46547,464.9,14,2,2,2,2,1,1,1,0,7226,0
0,43,49360,600.9,21,2,2,2,2,1,1,1,0,5977,0
0,38,52210,536.8,24,2,2,2,2,1,1,1,0,2579,0
0,23,52270,498.7,28,2,2,2,2,1,1,1,0,4149,0
0,34,36424,423.3,41,2,2,2,2,1,1,1,0,4596,0
1,28,57999,374.6,15,4,2,2,2,1,1,1,0,4367,0
0,33,41854,357.2,33,4,2,2,2,1,1,1,0,3894,0
0,33,71844,555.6,35,4,2,2,2,1,1,1,0,436,1
1,40,50713,433,22,5,2,2,2,1,1,1,0,6598,0
0,25,54365,357.4,40,5,2,2,2,1,1,1,0,4507,0
1,34,66016,496.2,18,1,3,3,2,1,1,1,0,6350,0
1,34,77527,686,19,2,3,3,2,1,1,1,0,4812,0
1,33,70211,539,30,3,3,3,2,1,1,1,0,407,0
1,40,71166,389.9,55,5,4,3,2,1,1,1,0,6327,0
0,54,45778,616.3,42,4,5,5,2,1,1,1,0,4100,0
1,22,67032,343.5,34,2,1,1,3,1,1,1,0,2231,0
0,50,61958,672.3,40,2,1,1,3,1,1,1,0,5226,0
1,40,78337,709.2,43,2,1,1,3,1,1,1,0,1408,0
0,52,75977,441.8,48,2,1,1,3,1,1,1,0,3147,0
0,46,70284,711.4,27,4,1,1,3,1,1,1,0,6043,0
0,46,53846,674.8,43,4,1,1,3,1,1,1,0,5238,0
0,36,43329,702.1,62,4,1,1,3,1,1,1,0,7352,0
0,40,64699,715,23,2,2,2,3,1,1,1,0,1652,0
1,32,64386,534.2,56,2,2,2,3,1,1,1,0,6219,0
0,33,53927,695.7,49,5,2,2,3,1,1,1,0,2097,0
1,65,60074,569.2,37,1,3,3,3,1,1,1,0,1821,0
1,40,48325,669,16,2,3,3,3,1,1,1,0,710,0
0,39,40524,648.9,33,2,3,3,3,1,1,1,0,4513,0
0,23,38863,426.8,21,4,3,3,3,1,1,1,0,315,0
0,39,65025,672.9,26,4,4,3,3,1,1,1,0,3320,1
1,49,82393,753.6,29,4,4,3,3,1,1,1,0,3485,0
0,21,54358,225.8,19,2,5,5,3,1,1,1,0,4660,0
1,44,65333,734.9,20,2,1,1,4,1,1,1,0,3543,1
1,31,58528,349.2,15,3,1,1,4,1,1,1,0,1883,0
1,26,68279,384.9,19,4,1,1,4,1,1,1,0,3682,1
1,37,80773,564.1,45,2,2,2,4,1,1,1,0,3516,0
0,46,118951,636.5,57,2,2,2,4,1,1,1,0,5947,1
1,45,85805,429.1,25,4,2,2,4,1,1,1,0,7218,1
1,42,77293,368.1,31,4,3,3,4,1,1,1,0,902,1
0,25,63471,414.6,85,4,3,3,4,1,1,1,0,6822,1
1,33,71337,350.8,32,1,4,3,4,1,1,1,0,810,1
0,34,62743,473.6,36,4,1,1,5,1,1,1,0,1590,1
1,39,75925,728.6,29,2,2,2,5,1,1,1,0,6811,0
0,39,79192,496.6,133,2,2,2,5,1,1,1,0,6333,0
1,45,48128,665.2,29,4,2,2,5,1,1,1,0,2167,0
0,26,45531,344.8,42,1,3,3,5,1,1,1,0,4001,0
0,55,59633,789.6,45,2,3,3,5,1,1,1,0,6269,0
1,27,62528,274.3,14,4,3,3,5,1,1,1,0,3932,0
0,25,44631,365.2,13,4,4,3,5,1,1,1,0,4005,0
1,31,78821,290.7,30,5,4,3,5,1,1,1,0,1466,0
0,33,56747,438.2,47,5,4,3,5,1,1,1,0,7349,0
0,43,55101,388.9,52,1,1,1,1,2,1,1,0,1322,0
1,31,67096,285.9,165,2,1,1,1,2,1,1,0,711,1
1,40,78974,347.8,17,4,1,1,1,2,1,1,0,6870,0
0,26,97984,540.6,21,4,1,1,1,2,1,1,0,4501,1
0,28,79742,334.7,22,4,1,1,1,2,1,1,0,4201,1
1,32,62140,471.9,22,4,1,1,1,2,1,1,0,6837,1
1,31,40518,313.3,24,4,1,1,1,2,1,1,0,6593,0
1,36,68228,377.4,56,4,1,1,1,2,1,1,0,5459,0
0,20,60879,553.7,32,5,1,1,1,2,1,1,0,2006,1
0,52,48786,441.7,21,1,2,2,1,2,1,1,0,2359,1
0,40,29101,708.8,31,1,2,2,1,2,1,1,0,2250,0
1,33,44103,553.3,42,3,2,2,1,2,1,1,0,3528,0
0,31,33687,644.7,14,4,2,2,1,2,1,1,0,813,1
1,32,62241,644.5,17,4,2,2,1,2,1,1,0,7147,1
0,32,61435,286,22,4,2,2,1,2,1,1,0,2285,1
1,39,95873,617.4,64,5,2,2,1,2,1,1,0,3959,0
0,20,63307,240.9,23,2,3,3,1,2,1,1,0,5673,1
0,23,27635,588.2,32,2,3,3,1,2,1,1,0,2840,0
1,23,64381,560.6,13,3,4,3,1,2,1,1,0,6085,0
0,41,54215,729.7,30,1,1,1,2,2,1,1,0,2014,0
0,43,30572,562.6,23,2,1,1,2,2,1,1,0,6117,0
1,43,68200,757.3,70,2,1,1,2,2,1,1,0,4885,0
0,25,56731,301.5,24,4,1,1,2,2,1,1,0,132,0
1,32,64865,688.2,31,4,1,1,2,2,1,1,0,6036,0
1,38,55838,359.4,16,4,2,2,2,2,1,1,0,7068,1
0,36,48350,399.1,28,4,2,2,2,2,1,1,0,2797,0
1,42,62574,368,55,4,2,2,2,2,1,1,0,2627,0
1,49,106516,775.3,74,2,3,3,2,2,1,1,0,3596,0
1,24,53339,370.1,61,3,3,3,2,2,1,1,0,2904,0
1,26,62901,466.7,15,4,3,3,2,2,1,1,0,2240,0
1,39,69725,508.4,20,4,3,3,2,2,1,1,0,4504,0
0,38,56200,358.7,29,4,3,3,2,2,1,1,0,5529,0
1,23,69545,253.7,72,4,4,3,2,2,1,1,0,7101,0
0,19,38468,473.5,41,1,1,1,3,2,1,1,0,1223,0
1,34,76116,653.8,23,3,1,1,3,2,1,1,0,854,0
1,35,44414,311.4,14,4,1,1,3,2,1,1,0,3651,1
0,50,75989,601.6,61,4,1,1,3,2,1,1,0,5451,0
0,47,53957,674.6,63,4,1,1,3,2,1,1,0,5572,0
1,32,56705,442.9,37,1,2,2,3,2,1,1,0,4518,0
1,33,60651,546.3,27,2,2,2,3,2,1,1,0,4630,0
1,29,52101,434.6,41,5,3,3,3,2,1,1,0,4239,0
1,47,74986,556.4,34,4,4,3,3,2,1,1,0,2125,0
1,47,51991,519.9,28,1,5,5,3,2,1,1,0,3117,0
1,40,66712,484.6,22,4,5,5,3,2,1,1,0,6174,0
0,36,40964,392.7,18,2,1,1,4,2,1,1,0,6527,1
1,46,56888,578.7,27,4,1,1,4,2,1,1,0,1472,1
1,45,53516,739.3,53,2,2,2,4,2,1,1,0,2868,0
1,28,61727,368.1,30,3,2,2,4,2,1,1,0,1316,1
1,25,76800,484.9,109,5,2,2,4,2,1,1,0,6335,1
1,30,56295,566.9,16,4,3,3,4,2,1,1,0,3295,1
0,36,47576,628.9,18,2,4,3,4,2,1,1,0,3595,0
0,59,82157,618,38,1,1,1,5,2,1,1,0,5030,0
1,49,86740,473.4,32,5,1,1,5,2,1,1,0,6209,0
0,32,66682,468,33,5,1,1,5,2,1,1,0,4892,0
1,24,49721,535.3,8,1,2,2,5,2,1,1,0,5004,0
1,41,69442,652.1,30,1,2,2,5,2,1,1,0,1987,0
0,42,60220,468.9,46,2,2,2,5,2,1,1,0,6225,0
0,22,58652,559.4,21,2,3,3,5,2,1,1,0,2074,0
0,44,55889,682.2,71,4,3,3,5,2,1,1,0,4786,0
1,29,70339,349.5,26,1,1,1,1,3,1,1,0,3857,0
1,26,67148,220.4,34,2,1,1,1,3,1,1,0,4753,1
0,34,59256,587.3,39,2,1,1,1,3,1,1,0,6054,1
1,33,51075,360.4,31,1,2,2,1,3,1,1,0,5877,0
0,30,43450,388.6,228,2,2,2,1,3,1,1,0,640,0
1,38,70563,686.2,19,4,2,2,1,3,1,1,0,3093,1
1,54,101060,854.3,42,4,2,2,1,3,1,1,0,7115,1
0,49,71975,688.8,38,1,3,3,1,3,1,1,0,4340,1
1,44,64108,393.4,23,4,3,3,1,3,1,1,0,2974,1
1,33,52217,610.1,25,4,3,3,1,3,1,1,0,4585,1
1,41,78818,401.1,38,4,3,3,1,3,1,1,0,3353,1
1,35,46791,677.3,8,1,1,1,2,3,1,1,0,2309,0
0,37,53740,589.2,34,2,1,1,2,3,1,1,0,639,0
1,45,89915,408,27,3,1,1,2,3,1,1,0,4895,0
0,29,67135,487.8,29,2,2,2,2,3,1,1,0,2657,0
0,20,29300,387.9,45,2,2,2,2,3,1,1,0,730,0
1,54,117683,468,37,4,2,2,2,3,1,1,0,7268,0
1,37,80284,420.4,41,2,3,3,2,3,1,1,0,4399,0
0,24,59452,607.3,57,4,3,3,2,3,1,1,0,4364,0
0,33,46929,513.1,86,4,4,3,2,3,1,1,0,1367,0
0,41,49241,510.1,26,2,5,5,2,3,1,1,0,6939,0
0,38,97304,493.2,92,4,1,1,3,3,1,1,0,4444,1
1,38,54716,477.4,58,3,2,2,3,3,1,1,0,630,0
1,33,54941,293.5,20,5,2,2,3,3,1,1,0,353,0
1,41,56241,490.3,60,3,3,3,3,3,1,1,0,6315,0
1,46,37340,586.7,31,2,4,3,3,3,1,1,0,1818,0
1,43,84296,768.5,23,4,2,2,4,3,1,1,0,1618,1
1,41,67596,697.5,43,4,2,2,4,3,1,1,0,214,0
0,46,83103,762.8,28,3,2,2,5,3,1,1,0,223,0
1,34,73501,528.2,19,2,1,1,1,4,1,1,0,3875,0
1,40,65122,651.7,27,4,2,2,1,4,1,1,0,6190,1
1,26,51232,302,36,1,1,1,2,4,1,1,0,1151,0
0,22,45122,305.2,53,4,1,1,2,4,1,1,0,2776,0
0,22,69515,251.9,75,4,1,1,2,4,1,1,0,4651,1
0,30,58210,528.8,22,2,2,2,4,4,1,1,0,3227,1
1,37,61962,320.7,34,2,2,2,5,4,1,1,0,3514,0
1,29,71200,536.2,40,4,2,2,5,4,1,1,0,6086,0
1,33,51919,538.6,49,4,4,3,5,4,1,1,0,6447,0
0,23,46670,382.7,19,4,5,5,5,4,1,1,0,3042,0
0,42,70652,544.9,28,4,3,3,1,5,1,1,0,1888,1
1,32,99508,605.8,52,2,1,1,3,5,1,1,0,4298,0
0,27,53235,490.2,76,1,1,1,1,0,2,2,0,1410,0
1,25,43420,460.6,21,2,1,1,1,0,2,2,0,2554,0
0,19,48885,452.9,24,2,1,1,1,0,2,2,0,6735,0
0,26,51765,248.2,31,2,1,1,1,0,2,2,0,7240,1
1,47,60628,605.5,36,2,1,1,1,0,2,2,0,1338,0
1,64,99883,678.9,26,3,1,1,1,0,2,2,0,5397,0
0,28,29930,250,20,4,1,1,1,0,2,2,0,2598,0
1,34,63690,348,24,4,1,1,1,0,2,2,0,7250,0
0,31,56637,465,40,4,1,1,1,0,2,2,0,1195,1
1,44,87179,568.9,56,4,1,1,1,0,2,2,0,198,0
1,35,55406,376.3,60,4,1,1,1,0,2,2,0,296,0
1,40,55470,514.7,65,4,1,1,1,0,2,2,0,2201,0
1,35,72855,436.7,20,5,1,1,1,0,2,2,0,5759,0
1,59,60691,751.5,27,5,1,1,1,0,2,2,0,5940,0
0,22,28950,249.3,23,2,2,2,1,0,2,2,0,6409,0
0,26,47663,497.7,37,2,2,2,1,0,2,2,0,7263,0
1,39,51481,671.3,97,2,2,2,1,0,2,2,0,3994,0
1,49,61750,689.3,18,4,2,2,1,0,2,2,0,1559,0
0,25,46025,418.4,19,4,2,2,1,0,2,2,0,3270,1
1,35,65672,631.1,21,4,2,2,1,0,2,2,0,7154,0
1,42,90866,659.1,24,4,2,2,1,0,2,2,0,5957,0
1,29,55299,418.7,25,4,2,2,1,0,2,2,0,6408,0
1,28,63731,343.2,28,4,2,2,1,0,2,2,0,6254,0
0,31,48962,606.8,28,4,2,2,1,0,2,2,0,1596,0
1,35,107556,477.2,30,4,2,2,1,0,2,2,0,1904,0
1,25,82886,251,33,4,2,2,1,0,2,2,0,505,0
1,33,79061,651.7,38,4,2,2,1,0,2,2,0,4623,0
0,34,47906,534,41,4,2,2,1,0,2,2,0,6737,0
0,34,64721,392.2,56,4,2,2,1,0,2,2,0,1962,0
0,38,51799,377.2,78,4,2,2,1,0,2,2,0,2979,0
0,34,29639,705.3,94,4,2,2,1,0,2,2,0,3351,0
1,29,59209,581.8,22,5,2,2,1,0,2,2,0,5752,0
0,27,35658,415.1,23,5,2,2,1,0,2,2,0,6634,1
1,28,54865,389,25,5,2,2,1,0,2,2,0,681,0
1,25,63140,412.5,26,5,2,2,1,0,2,2,0,1224,0
1,33,60342,308.3,59,5,2,2,1,0,2,2,0,5482,0
0,42,53563,414.7,25,1,3,3,1,0,2,2,0,270,0
0,37,44842,584,37,2,3,3,1,0,2,2,0,6749,0
1,24,60362,513.6,146,2,3,3,1,0,2,2,0,1565,0
1,42,54980,526,22,3,3,3,1,0,2,2,0,1276,1
1,35,58851,612.3,17,4,3,3,1,0,2,2,0,1258,0
0,37,72474,513.8,27,4,3,3,1,0,2,2,0,680,0
1,34,70077,600.4,29,4,3,3,1,0,2,2,0,1026,0
1,44,82662,762.7,40,4,3,3,1,0,2,2,0,6887,0
1,41,79767,532,73,4,3,3,1,0,2,2,0,2808,0
1,46,71054,444.4,22,5,3,3,1,0,2,2,0,4485,0
1,41,95905,471.6,24,5,3,3,1,0,2,2,0,4420,0
1,26,70060,603.5,31,1,4,3,1,0,2,2,0,916,0
1,25,49628,254.7,11,2,4,3,1,0,2,2,0,5643,0
1,26,84680,398.4,16,2,4,3,1,0,2,2,0,2968,0
0,29,31090,420.2,21,2,4,3,1,0,2,2,0,5907,0
1,33,51743,395,38,4,4,3,1,0,2,2,0,2104,0
1,45,77749,458,41,4,4,3,1,0,2,2,0,1107,1
1,36,42708,629.3,34,1,5,5,1,0,2,2,0,4955,0
0,66,86025,703.6,28,2,5,5,1,0,2,2,0,3465,0
0,33,126814,349,22,3,5,5,1,0,2,2,0,182,1
1,40,41692,354.4,10,4,5,5,1,0,2,2,0,4457,0
0,37,84144,593.7,33,4,5,5,1,0,2,2,0,269,1
0,46,90696,729.6,40,4,5,5,1,0,2,2,0,4213,0
0,43,62388,735.4,47,4,5,5,1,0,2,2,0,1137,0
0,31,62545,628.1,67,4,5,5,1,0,2,2,0,5869,0
0,40,133751,658.9,49,2,1,1,2,0,2,2,0,416,0
1,27,48750,553.6,65,2,1,1,2,0,2,2,0,178,0
0,44,48142,531.4,16,4,1,1,2,0,2,2,0,3107,0
1,27,63224,584,16,4,1,1,2,0,2,2,0,5783,0
0,26,88861,536.3,25,4,1,1,2,0,2,2,0,6763,0
0,50,50711,776.1,29,4,1,1,2,0,2,2,0,1836,0
0,46,78859,626.1,34,4,1,1,2,0,2,2,0,1694,0
0,27,41946,327.9,35,4,1,1,2,0,2,2,0,789,1
1,39,50339,453,41,4,1,1,2,0,2,2,0,447,0
0,31,57604,523.3,48,4,1,1,2,0,2,2,0,5984,0
0,50,68142,611.5,54,4,1,1,2,0,2,2,0,4137,0
0,23,38651,461.6,80,4,1,1,2,0,2,2,0,1917,0
0,51,37427,708.1,25,1,2,2,2,0,2,2,0,5711,0
1,30,53781,406,15,2,2,2,2,0,2,2,0,6239,0
1,36,60312,460.2,16,2,2,2,2,0,2,2,0,6113,0
1,35,49623,710,16,2,2,2,2,0,2,2,0,3587,0
0,37,79240,415.7,22,2,2,2,2,0,2,2,0,2045,0
1,41,90438,509.8,33,2,2,2,2,0,2,2,0,7008,0
0,33,64834,430.5,36,2,2,2,2,0,2,2,0,3146,0
1,33,45874,383.1,42,2,2,2,2,0,2,2,0,3180,0
0,49,85219,418.4,85,2,2,2,2,0,2,2,0,412,0
1,23,69234,508.2,56,3,2,2,2,0,2,2,0,6733,0
0,47,43622,472.9,16,4,2,2,2,0,2,2,0,494,0
1,28,47662,521,16,4,2,2,2,0,2,2,0,172,0
1,41,91923,369.1,18,4,2,2,2,0,2,2,0,6127,0
1,36,54984,722.9,20,4,2,2,2,0,2,2,0,2292,0
0,40,60705,727.7,24,4,2,2,2,0,2,2,0,1468,0
1,45,76385,708.7,25,4,2,2,2,0,2,2,0,1241,0
1,32,78466,337.7,27,4,2,2,2,0,2,2,0,3638,0
0,28,57609,471.8,30,4,2,2,2,0,2,2,0,4947,1
1,37,115775,577.6,39,4,2,2,2,0,2,2,0,4542,0
0,31,32080,467.4,61,4,2,2,2,0,2,2,0,2137,0
1,29,56032,406.9,96,5,2,2,2,0,2,2,0,428,0
1,37,61968,636.3,18,1,3,3,2,0,2,2,0,2815,0
0,28,25019,459.3,21,2,3,3,2,0,2,2,0,251,0
0,32,61926,277.7,31,2,3,3,2,0,2,2,0,4172,0
0,37,65382,413.3,48,2,3,3,2,0,2,2,0,2280,0
1,37,68533,421.2,112,2,3,3,2,0,2,2,0,7304,0
0,33,25672,327,13,4,3,3,2,0,2,2,0,6389,0
1,33,65007,609.4,51,2,4,3,2,0,2,2,0,3281,0
0,31,57222,500.2,39,4,4,3,2,0,2,2,0,6691,1
1,34,47263,559,27,2,5,5,2,0,2,2,0,766,0
1,26,84350,240.7,32,2,1,1,3,0,2,2,0,4326,0
1,48,62273,748.1,49,2,1,1,3,0,2,2,0,3302,0
1,42,72252,514.2,52,2,1,1,3,0,2,2,0,735,0
1,30,69153,284,57,2,1,1,3,0,2,2,0,523,0
0,32,44411,387.9,80,2,1,1,3,0,2,2,0,5722,0
1,27,85700,573,84,2,1,1,3,0,2,2,0,6917,0
1,34,84703,434.5,20,4,1,1,3,0,2,2,0,6832,0
1,33,86624,487.9,26,4,1,1,3,0,2,2,0,1749,0
1,31,57500,452.5,41,4,1,1,3,0,2,2,0,1153,0
0,27,43290,277.4,14,1,2,2,3,0,2,2,0,4732,0
1,27,46578,651.1,39,1,2,2,3,0,2,2,0,6922,0
1,32,38578,580.5,19,2,2,2,3,0,2,2,0,2316,0
0,32,33186,418.8,25,2,2,2,3,0,2,2,0,1913,0
1,30,67508,609.3,28,2,2,2,3,0,2,2,0,2095,0
0,43,78496,511,30,3,2,2,3,0,2,2,0,2867,0
1,29,83313,333.8,22,4,2,2,3,0,2,2,0,4923,0
1,39,84967,391.1,32,4,2,2,3,0,2,2,0,6753,0
1,46,61134,401.7,35,4,2,2,3,0,2,2,0,3574,0
1,37,76024,413,44,4,2,2,3,0,2,2,0,6364,0
0,33,56030,534.4,58,4,2,2,3,0,2,2,0,5915,0
0,46,77953,689.6,63,4,2,2,3,0,2,2,0,55,0
0,37,74902,650.5,88,2,3,3,3,0,2,2,0,2922,0
1,33,60305,352.7,31,4,3,3,3,0,2,2,0,96,0
1,44,86108,487.2,36,1,4,3,3,0,2,2,0,4575,0
0,54,91158,586.7,25,4,4,3,3,0,2,2,0,2106,0
1,28,52486,599.8,25,4,5,5,3,0,2,2,0,3723,0
